x	exact	n1	n2	n3	n4	n5	n8	n12	n20	n30	n50
0.224449	0.448898	0.047229	0.160647	0.300540	0.370670	0.394756	0.421344	0.438698	0.443031	0.441444	0.439380
0.226453	0.452906	0.048076	0.163272	0.304835	0.375396	0.399404	0.425098	0.442762	0.447068	0.445474	0.443481
0.228457	0.456914	0.048931	0.165913	0.309141	0.380121	0.404046	0.428863	0.446815	0.451080	0.449488	0.447573
0.230461	0.460922	0.049793	0.168570	0.313459	0.384845	0.408680	0.432639	0.450859	0.455070	0.453485	0.451654
0.232465	0.464930	0.050662	0.171244	0.317787	0.389568	0.413307	0.436428	0.454892	0.459035	0.457467	0.455726
0.234469	0.468938	0.051540	0.173934	0.322126	0.394289	0.417925	0.440228	0.458915	0.462978	0.461432	0.459787
0.236473	0.472946	0.052424	0.176639	0.326475	0.399008	0.422535	0.444040	0.462928	0.466898	0.465382	0.463838
0.238477	0.476954	0.053317	0.179361	0.330833	0.403725	0.427136	0.447866	0.466931	0.470796	0.469317	0.467877
0.240481	0.480962	0.054217	0.182098	0.335201	0.408439	0.431728	0.451704	0.470924	0.474672	0.473236	0.471906
0.242485	0.484970	0.055124	0.184851	0.339578	0.413149	0.436311	0.455556	0.474907	0.478527	0.477142	0.475925
0.244489	0.488978	0.056039	0.187620	0.343963	0.417856	0.440883	0.459422	0.478881	0.482362	0.481033	0.479932
0.246493	0.492986	0.056961	0.190404	0.348357	0.422558	0.445446	0.463301	0.482845	0.486176	0.484911	0.483928
0.248497	0.496994	0.057891	0.193203	0.352758	0.427256	0.449999	0.467194	0.486800	0.489972	0.488776	0.487914
0.250501	0.501002	0.058829	0.196018	0.357167	0.431949	0.454540	0.471101	0.490747	0.493750	0.492629	0.491888
0.252505	0.505010	0.059774	0.198847	0.361583	0.436637	0.459071	0.475023	0.494684	0.497510	0.496471	0.495852
0.254509	0.509018	0.060726	0.201691	0.366006	0.441318	0.463591	0.478959	0.498614	0.501255	0.500302	0.499806
0.256513	0.513026	0.061686	0.204550	0.370435	0.445994	0.468100	0.482909	0.502536	0.504984	0.504122	0.503749
0.258517	0.517034	0.062654	0.207424	0.374870	0.450663	0.472597	0.486874	0.506451	0.508700	0.507933	0.507682
0.260521	0.521042	0.063629	0.210312	0.379311	0.455326	0.477082	0.490853	0.510358	0.512403	0.511736	0.511605
0.262525	0.525050	0.064612	0.213215	0.383758	0.459981	0.481555	0.494846	0.514259	0.516095	0.515531	0.515518
0.264529	0.529058	0.065602	0.216132	0.388209	0.464629	0.486015	0.498854	0.518155	0.519777	0.519320	0.519423
0.266533	0.533066	0.066600	0.219063	0.392666	0.469269	0.490463	0.502877	0.522044	0.523449	0.523102	0.523318
0.268537	0.537074	0.067605	0.222009	0.397126	0.473901	0.494899	0.506914	0.525929	0.527114	0.526879	0.527204
0.270541	0.541082	0.068618	0.224968	0.401591	0.478524	0.499321	0.510965	0.529809	0.530773	0.530652	0.531083
0.272545	0.545090	0.069638	0.227941	0.406060	0.483138	0.503731	0.515030	0.533685	0.534427	0.534422	0.534954
0.274549	0.549098	0.070666	0.230928	0.410532	0.487743	0.508127	0.519110	0.537558	0.538077	0.538190	0.538817
0.276553	0.553106	0.071702	0.233928	0.415007	0.492339	0.512509	0.523203	0.541428	0.541725	0.541956	0.542674
0.278557	0.557114	0.072744	0.236942	0.419485	0.496925	0.516878	0.527310	0.545296	0.545372	0.545721	0.546524
0.280561	0.561122	0.073795	0.239969	0.423965	0.501501	0.521233	0.531430	0.549162	0.549020	0.549487	0.550369
0.282565	0.565130	0.074853	0.243009	0.428448	0.506067	0.525574	0.535564	0.553027	0.552670	0.553255	0.554208
0.284569	0.569138	0.075918	0.246063	0.432932	0.510622	0.529901	0.539711	0.556892	0.556323	0.557024	0.558043
0.286573	0.573146	0.076991	0.249129	0.437418	0.515166	0.534213	0.543870	0.560756	0.559981	0.560797	0.561874
0.288577	0.577154	0.078072	0.252208	0.441905	0.519698	0.538511	0.548042	0.564621	0.563644	0.564573	0.565701
0.290581	0.581162	0.079160	0.255300	0.446393	0.524220	0.542795	0.552226	0.568488	0.567315	0.568355	0.569526
0.292585	0.585170	0.080256	0.258405	0.450882	0.528729	0.547064	0.556422	0.572356	0.570994	0.572142	0.573349
0.294589	0.589178	0.081359	0.261522	0.455371	0.533227	0.551318	0.560630	0.576227	0.574683	0.575935	0.577170
0.296593	0.593186	0.082470	0.264652	0.459860	0.537712	0.555557	0.564848	0.580100	0.578383	0.579736	0.580990
0.298597	0.597194	0.083588	0.267794	0.464349	0.542185	0.559781	0.569078	0.583977	0.582095	0.583545	0.584811
0.300601	0.601202	0.084714	0.270947	0.468837	0.546645	0.563990	0.573318	0.587858	0.585820	0.587362	0.588631
0.302605	0.605210	0.085847	0.274113	0.473324	0.551092	0.568183	0.577568	0.591743	0.589560	0.591190	0.592454
0.304609	0.609218	0.086988	0.277291	0.477810	0.555526	0.572362	0.581828	0.595634	0.593314	0.595027	0.596278
0.306613	0.613226	0.088136	0.280481	0.482294	0.559946	0.576525	0.586097	0.599530	0.597085	0.598875	0.600104
0.308617	0.617234	0.089292	0.283682	0.486777	0.564353	0.580672	0.590374	0.603432	0.600873	0.602734	0.603934
0.310621	0.621242	0.090455	0.286895	0.491258	0.568746	0.584803	0.594660	0.607340	0.604679	0.606605	0.607769
0.312625	0.625251	0.091626	0.290119	0.495736	0.573125	0.588919	0.598954	0.611255	0.608503	0.610489	0.611607
0.314629	0.629259	0.092805	0.293354	0.500212	0.577489	0.593020	0.603256	0.615177	0.612347	0.614386	0.615452
0.316633	0.633267	0.093991	0.296601	0.504685	0.581839	0.597104	0.607564	0.619107	0.616211	0.618296	0.619302
0.318637	0.637275	0.095184	0.299859	0.509154	0.586174	0.601173	0.611878	0.623045	0.620096	0.622220	0.623159
0.320641	0.641283	0.096385	0.303127	0.513621	0.590495	0.605225	0.616198	0.626991	0.624001	0.626157	0.627023
0.322645	0.645291	0.097594	0.306407	0.518084	0.594800	0.609262	0.620524	0.630945	0.627928	0.630110	0.630895
0.324649	0.649299	0.098810	0.309697	0.522542	0.599090	0.613282	0.624855	0.634909	0.631878	0.634076	0.634776
0.326653	0.653307	0.100033	0.312997	0.526997	0.603365	0.617287	0.629189	0.638881	0.635849	0.638058	0.638666
0.328657	0.657315	0.101265	0.316308	0.531447	0.607624	0.621276	0.633528	0.642863	0.639843	0.642055	0.642566
0.330661	0.661323	0.102503	0.319630	0.535892	0.611867	0.625248	0.637869	0.646854	0.643859	0.646066	0.646476
0.332665	0.665331	0.103750	0.322961	0.540332	0.616094	0.629204	0.642214	0.650855	0.647898	0.650093	0.650396
0.334669	0.669339	0.105003	0.326303	0.544767	0.620306	0.633144	0.646560	0.654865	0.651960	0.654135	0.654328
0.336673	0.673347	0.106265	0.329655	0.549197	0.624501	0.637068	0.650908	0.658886	0.656044	0.658192	0.658271
0.338677	0.677355	0.107533	0.333016	0.553621	0.628679	0.640975	0.655256	0.662916	0.660150	0.662264	0.662227
0.340681	0.681363	0.108810	0.336387	0.558039	0.632842	0.644867	0.659605	0.666956	0.664278	0.666351	0.666195
0.342685	0.685371	0.110094	0.339768	0.562450	0.636987	0.648742	0.663954	0.671006	0.668429	0.670453	0.670176
0.344689	0.689379	0.111385	0.343158	0.566855	0.641116	0.652601	0.668302	0.675066	0.672600	0.674569	0.674169
0.346693	0.693387	0.112684	0.346558	0.571254	0.645228	0.656443	0.672648	0.679136	0.676793	0.678700	0.678176
0.348697	0.697395	0.113991	0.349967	0.575645	0.649322	0.660270	0.676993	0.683215	0.681006	0.682844	0.682197
0.350701	0.701403	0.115305	0.353385	0.580029	0.653400	0.664080	0.681334	0.687303	0.685239	0.687002	0.686231
0.352705	0.705411	0.116626	0.356812	0.584406	0.657460	0.667874	0.685673	0.691401	0.689491	0.691173	0.690279
0.354709	0.709419	0.117955	0.360248	0.588775	0.661503	0.671652	0.690007	0.695508	0.693762	0.695356	0.694341
0.356713	0.713427	0.119292	0.363692	0.593136	0.665529	0.675413	0.694337	0.699624	0.698050	0.699552	0.698417
0.358717	0.717435	0.120636	0.367145	0.597489	0.669537	0.679159	0.698662	0.703749	0.702355	0.703759	0.702507
0.360721	0.721443	0.121987	0.370607	0.601834	0.673527	0.682888	0.702982	0.707881	0.706676	0.707977	0.706611
0.362725	0.725451	0.123347	0.374077	0.606170	0.677499	0.686601	0.707295	0.712022	0.711012	0.712205	0.710728
0.364729	0.729459	0.124713	0.377556	0.610497	0.681454	0.690298	0.711601	0.716170	0.715361	0.716444	0.714859
0.366733	0.733467	0.126088	0.381042	0.614816	0.685390	0.693980	0.715900	0.720325	0.719724	0.720691	0.719003
0.368737	0.737475	0.127469	0.384537	0.619125	0.689309	0.697645	0.720191	0.724487	0.724098	0.724947	0.723160
0.370741	0.741483	0.128859	0.388039	0.623425	0.693209	0.701294	0.724473	0.728655	0.728483	0.729210	0.727330
0.372745	0.745491	0.130256	0.391550	0.627715	0.697091	0.704927	0.728746	0.732829	0.732877	0.733479	0.731513
0.374749	0.749499	0.131660	0.395068	0.631995	0.700956	0.708544	0.733009	0.737008	0.737280	0.737755	0.735707
0.376754	0.753507	0.133072	0.398593	0.636265	0.704801	0.712146	0.737262	0.741191	0.741689	0.742036	0.739912
0.378758	0.757515	0.134491	0.402126	0.640525	0.708629	0.715731	0.741504	0.745378	0.746103	0.746321	0.744128
0.380762	0.761523	0.135918	0.405666	0.644775	0.712438	0.719301	0.745734	0.749569	0.750522	0.750609	0.748354
0.382766	0.765531	0.137353	0.409214	0.649013	0.716228	0.722856	0.749952	0.753763	0.754943	0.754900	0.752590
0.384770	0.769539	0.138795	0.412768	0.653241	0.720000	0.726394	0.754158	0.757959	0.759366	0.759192	0.756835
0.386774	0.773547	0.140244	0.416329	0.657458	0.723753	0.729918	0.758351	0.762156	0.763789	0.763485	0.761088
0.388778	0.777555	0.141701	0.419898	0.661664	0.727488	0.733425	0.762530	0.766354	0.768210	0.767777	0.765348
0.390782	0.781563	0.143166	0.423473	0.665858	0.731204	0.736917	0.766695	0.770551	0.772629	0.772067	0.769614
0.392786	0.785571	0.144638	0.427054	0.670041	0.734902	0.740394	0.770845	0.774748	0.777043	0.776355	0.773886
0.394790	0.789579	0.146118	0.430642	0.674212	0.738580	0.743856	0.774979	0.778944	0.781451	0.780639	0.778162
0.396794	0.793587	0.147605	0.434236	0.678371	0.742240	0.747302	0.779098	0.783137	0.785852	0.784919	0.782442
0.398798	0.797595	0.149100	0.437837	0.682518	0.745882	0.750733	0.783201	0.787327	0.790245	0.789193	0.786724
0.400802	0.801603	0.150602	0.441443	0.686652	0.749504	0.754149	0.787287	0.791514	0.794627	0.793461	0.791008
0.402806	0.805611	0.152112	0.445056	0.690774	0.753108	0.757550	0.791356	0.795695	0.798997	0.797721	0.795292
0.404810	0.809619	0.153629	0.448674	0.694884	0.756693	0.760937	0.795407	0.799871	0.803355	0.801972	0.799575
0.406814	0.813627	0.155154	0.452299	0.698980	0.760259	0.764308	0.799440	0.804040	0.807698	0.806213	0.803856
0.408818	0.817635	0.156686	0.455928	0.703064	0.763807	0.767664	0.803455	0.808203	0.812025	0.810444	0.808133
0.410822	0.821643	0.158226	0.459564	0.707134	0.767335	0.771006	0.807450	0.812357	0.816335	0.814663	0.812406
0.412826	0.825651	0.159773	0.463204	0.711191	0.770845	0.774333	0.811426	0.816502	0.820626	0.818869	0.816673
0.414830	0.829659	0.161328	0.466850	0.715235	0.774336	0.777646	0.815382	0.820637	0.824897	0.823061	0.820933
0.416834	0.833667	0.162891	0.470501	0.719264	0.777809	0.780944	0.819318	0.824761	0.829147	0.827238	0.825184
0.418838	0.837675	0.164461	0.474157	0.723281	0.781262	0.784228	0.823233	0.828874	0.833375	0.831399	0.829425
0.420842	0.841683	0.166038	0.477818	0.727283	0.784697	0.787498	0.827127	0.832974	0.837579	0.835543	0.833655
0.422846	0.845691	0.167624	0.481484	0.731271	0.788113	0.790754	0.831000	0.837060	0.841757	0.839669	0.837873
0.424850	0.849699	0.169216	0.485154	0.735244	0.791511	0.793995	0.834850	0.841133	0.845910	0.843776	0.842076
0.426854	0.853707	0.170816	0.488829	0.739204	0.794889	0.797222	0.838679	0.845190	0.850035	0.847864	0.846264
0.428858	0.857715	0.172424	0.492508	0.743149	0.798250	0.800436	0.842486	0.849231	0.854132	0.851931	0.850435
0.430862	0.861723	0.174039	0.496192	0.747079	0.801591	0.803636	0.846269	0.853255	0.858200	0.855976	0.854588
0.432866	0.865731	0.175662	0.499880	0.750994	0.804914	0.806822	0.850030	0.857261	0.862237	0.859998	0.858722
0.434870	0.869739	0.177292	0.503571	0.754895	0.808219	0.809994	0.853767	0.861249	0.866244	0.863998	0.862834
0.436874	0.873747	0.178930	0.507267	0.758780	0.811505	0.813153	0.857480	0.865217	0.870217	0.867973	0.866924
0.438878	0.877756	0.180575	0.510967	0.762650	0.814772	0.816299	0.861170	0.869165	0.874158	0.871923	0.870990
0.440882	0.881764	0.182228	0.514670	0.766505	0.818021	0.819431	0.864836	0.873091	0.878065	0.875847	0.875031
0.442886	0.885772	0.183889	0.518377	0.770344	0.821252	0.822550	0.868477	0.876996	0.881938	0.879744	0.879046
0.444890	0.889780	0.185556	0.522087	0.774168	0.824465	0.825656	0.872093	0.880877	0.885775	0.883614	0.883034
0.446894	0.893788	0.187232	0.525800	0.777976	0.827659	0.828749	0.875685	0.884736	0.889577	0.887456	0.886992
0.448898	0.897796	0.188915	0.529517	0.781768	0.830835	0.831829	0.879252	0.888569	0.893342	0.891270	0.890920
0.450902	0.901804	0.190605	0.533237	0.785544	0.833993	0.834897	0.882793	0.892378	0.897071	0.895054	0.894817
0.452906	0.905812	0.192303	0.536960	0.789305	0.837134	0.837951	0.886310	0.896161	0.900762	0.898808	0.898682
0.454910	0.909820	0.194009	0.540685	0.793048	0.840256	0.840993	0.889800	0.899918	0.904415	0.902531	0.902513
0.456914	0.913828	0.195722	0.544413	0.796776	0.843360	0.844022	0.893265	0.903647	0.908030	0.906223	0.906310
0.458918	0.917836	0.197443	0.548144	0.800487	0.846446	0.847040	0.896704	0.907349	0.911607	0.909884	0.910070
0.460922	0.921844	0.199171	0.551878	0.804182	0.849515	0.850044	0.900118	0.911022	0.915146	0.913512	0.913795
0.462926	0.925852	0.200907	0.555613	0.807860	0.852566	0.853037	0.903505	0.914666	0.918646	0.917108	0.917482
0.464930	0.929860	0.202650	0.559351	0.811522	0.855599	0.856017	0.906866	0.918281	0.922107	0.920671	0.921130
0.466934	0.933868	0.204401	0.563091	0.815167	0.858615	0.858986	0.910201	0.921865	0.925529	0.924201	0.924740
0.468938	0.937876	0.206159	0.566833	0.818795	0.861614	0.861943	0.913510	0.925418	0.928912	0.927696	0.928310
0.470942	0.941884	0.207925	0.570577	0.822405	0.864595	0.864888	0.916793	0.928941	0.932256	0.931158	0.931839
0.472946	0.945892	0.209698	0.574323	0.825999	0.867559	0.867821	0.920049	0.932431	0.935562	0.934585	0.935327
0.474950	0.949900	0.211479	0.578070	0.829576	0.870506	0.870743	0.923279	0.935890	0.938829	0.937978	0.938774
0.476954	0.953908	0.213267	0.581819	0.833135	0.873436	0.873653	0.926483	0.939315	0.942058	0.941336	0.942179
0.478958	0.957916	0.215063	0.585569	0.836677	0.876349	0.876552	0.929660	0.942708	0.945249	0.944659	0.945541
0.480962	0.961924	0.216867	0.589321	0.840202	0.879245	0.879439	0.932812	0.946068	0.948402	0.947946	0.948861
0.482966	0.965932	0.218678	0.593073	0.843709	0.882124	0.882316	0.935936	0.949394	0.951517	0.951199	0.952138
0.484970	0.969940	0.220496	0.596827	0.847198	0.884987	0.885181	0.939035	0.952686	0.954595	0.954416	0.955371
0.486974	0.973948	0.222322	0.600582	0.850670	0.887833	0.888036	0.942108	0.955944	0.957637	0.957598	0.958561
0.488978	0.977956	0.224156	0.604337	0.854124	0.890663	0.890880	0.945154	0.959168	0.960643	0.960744	0.961708
0.490982	0.981964	0.225997	0.608093	0.857561	0.893476	0.893713	0.948175	0.962357	0.963613	0.963855	0.964812
0.492986	0.985972	0.227845	0.611850	0.860979	0.896273	0.896535	0.951170	0.965511	0.966548	0.966931	0.967873
0.494990	0.989980	0.229702	0.615607	0.864380	0.899054	0.899347	0.954139	0.968630	0.969448	0.969971	0.970891
0.496994	0.993988	0.231565	0.619364	0.867763	0.901819	0.902148	0.957082	0.971715	0.972314	0.972977	0.973866
0.498998	0.997996	0.233437	0.623121	0.871127	0.904569	0.904940	0.960000	0.974764	0.975147	0.975947	0.976799
0.501002	1.001002	0.235315	0.626879	0.874474	0.907302	0.907721	0.962893	0.977778	0.977948	0.978883	0.979689
0.503006	1.003006	0.237202	0.630636	0.877802	0.910020	0.910491	0.965760	0.980758	0.980716	0.981784	0.982539
0.505010	1.005010	0.239095	0.634393	0.881112	0.912723	0.913252	0.968602	0.983702	0.983454	0.984650	0.985347
0.507014	1.007014	0.240997	0.638150	0.884404	0.915410	0.916003	0.971420	0.986611	0.986160	0.987483	0.988115
0.509018	1.009018	0.242906	0.641907	0.887678	0.918082	0.918744	0.974213	0.989486	0.988837	0.990282	0.990844
0.511022	1.011022	0.244822	0.645663	0.890933	0.920739	0.921476	0.976981	0.992326	0.991485	0.993047	0.993533
0.513026	1.013026	0.246746	0.649418	0.894170	0.923381	0.924198	0.979726	0.995131	0.994105	0.995779	0.996185
0.515030	1.015030	0.248677	0.653173	0.897389	0.926008	0.926910	0.982446	0.997902	0.996697	0.998479	0.998799
0.517034	1.017034	0.250616	0.656927	0.900589	0.928620	0.929613	0.985143	1.000639	0.999263	1.001146	1.001376
0.519038	1.019038	0.252563	0.660679	0.903770	0.931218	0.932306	0.987816	1.003343	1.001803	1.003781	1.003918
0.521042	1.021042	0.254517	0.664431	0.906933	0.933801	0.934991	0.990466	1.006012	1.004318	1.006385	1.006425
0.523046	1.023046	0.256479	0.668181	0.910078	0.936370	0.937666	0.993093	1.008649	1.006808	1.008958	1.008899
0.525050	1.025050	0.258448	0.671930	0.913203	0.938925	0.940332	0.995697	1.011253	1.009276	1.011500	1.011340
0.527054	1.027054	0.260424	0.675677	0.916311	0.941466	0.942989	0.998278	1.013824	1.011720	1.014012	1.013749
0.529058	1.029058	0.262409	0.679423	0.919399	0.943993	0.945638	1.000838	1.016364	1.014143	1.016495	1.016128
0.531062	1.031062	0.264400	0.683167	0.922469	0.946507	0.948277	1.003376	1.018871	1.016544	1.018949	1.018478
0.533066	1.033066	0.266400	0.686909	0.925521	0.949007	0.950908	1.005892	1.021348	1.018926	1.021375	1.020800
0.535070	1.035070	0.268406	0.690649	0.928553	0.951493	0.953531	1.008387	1.023794	1.021288	1.023773	1.023094
0.537074	1.037074	0.270421	0.694387	0.931567	0.953966	0.956145	1.010861	1.026210	1.023631	1.026144	1.025363
0.539078	1.039078	0.272442	0.698122	0.934562	0.956426	0.958750	1.013315	1.028597	1.025956	1.028488	1.027607
0.541082	1.041082	0.274472	0.701856	0.937538	0.958873	0.961348	1.015748	1.030954	1.028264	1.030807	1.029828
0.543086	1.043086	0.276509	0.705587	0.940496	0.961308	0.963937	1.018162	1.033284	1.030556	1.033100	1.032027
0.545090	1.045090	0.278553	0.709315	0.943435	0.963729	0.966517	1.020555	1.035585	1.032832	1.035369	1.034204
0.547094	1.047094	0.280605	0.713040	0.946355	0.966138	0.969090	1.022930	1.037860	1.035092	1.037614	1.036362
0.549098	1.049098	0.282665	0.716763	0.949257	0.968535	0.971655	1.025286	1.040108	1.037338	1.039836	1.038501
0.551102	1.051102	0.284732	0.720483	0.952139	0.970919	0.974212	1.027623	1.042330	1.039571	1.042035	1.040623
0.553106	1.053106	0.286806	0.724200	0.955003	0.973292	0.976761	1.029943	1.044527	1.041790	1.044213	1.042728
0.555110	1.055110	0.288888	0.727913	0.957848	0.975653	0.979303	1.032244	1.046700	1.043996	1.046369	1.044817
0.557114	1.057114	0.290978	0.731623	0.960675	0.978001	0.981837	1.034529	1.048849	1.046191	1.048506	1.046893
0.559118	1.059118	0.293075	0.735330	0.963483	0.980339	0.984363	1.036796	1.050975	1.048374	1.050622	1.048955
0.561122	1.061122	0.295180	0.739033	0.966272	0.982665	0.986882	1.039047	1.053079	1.050546	1.052720	1.051006
0.563126	1.063126	0.297292	0.742733	0.969042	0.984979	0.989393	1.041281	1.055162	1.052707	1.054800	1.053045
0.565130	1.065130	0.299411	0.746429	0.971794	0.987283	0.991897	1.043500	1.057224	1.054859	1.056863	1.055074
0.567134	1.067134	0.301539	0.750120	0.974527	0.989575	0.994394	1.045704	1.059266	1.057000	1.058909	1.057094
0.569138	1.069138	0.303673	0.753808	0.977241	0.991857	0.996883	1.047892	1.061289	1.059133	1.060939	1.059105
0.571142	1.071142	0.305816	0.757492	0.979937	0.994129	0.999366	1.050066	1.063294	1.061257	1.062954	1.061109
0.573146	1.073146	0.307966	0.761171	0.982614	0.996390	1.001841	1.052226	1.065282	1.063373	1.064954	1.063106
0.575150	1.075150	0.310123	0.764846	0.985273	0.998640	1.004310	1.054371	1.067253	1.065481	1.066941	1.065097
0.577154	1.077154	0.312288	0.768516	0.987913	1.000881	1.006771	1.056504	1.069208	1.067581	1.068916	1.067083
0.579158	1.079158	0.314460	0.772182	0.990535	1.003111	1.009226	1.058623	1.071148	1.069673	1.070878	1.069064
0.581162	1.081162	0.316640	0.775843	0.993139	1.005332	1.011674	1.060730	1.073074	1.071759	1.072829	1.071040
0.583166	1.083166	0.318828	0.779499	0.995724	1.007543	1.014115	1.062825	1.074987	1.073837	1.074769	1.073014
0.585170	1.085170	0.321023	0.783150	0.998290	1.009745	1.016550	1.064908	1.076888	1.075909	1.076700	1.074984
0.587174	1.087174	0.323225	0.786796	1.000839	1.011938	1.018978	1.066980	1.078776	1.077974	1.078621	1.076951
0.589178	1.089178	0.325435	0.790436	1.003369	1.014121	1.021399	1.069041	1.080654	1.080034	1.080534	1.078917
0.591182	1.091182	0.327653	0.794072	1.005881	1.016296	1.023814	1.071091	1.082522	1.082087	1.082440	1.080880
0.593186	1.093186	0.329878	0.797701	1.008375	1.018462	1.026223	1.073131	1.084381	1.084134	1.084338	1.082842
0.595190	1.095190	0.332111	0.801326	1.010850	1.020619	1.028625	1.075161	1.086231	1.086175	1.086231	1.084802
0.597194	1.097194	0.334351	0.804944	1.013308	1.022768	1.031021	1.077182	1.088073	1.088211	1.088117	1.086761
0.599198	1.099198	0.336599	0.808557	1.015748	1.024908	1.033411	1.079195	1.089909	1.090241	1.089999	1.088719
0.601202	1.101202	0.338854	0.812163	1.018170	1.027041	1.035795	1.081198	1.091739	1.092265	1.091877	1.090676
0.603206	1.103206	0.341117	0.815764	1.020574	1.029166	1.038173	1.083194	1.093563	1.094284	1.093751	1.092633
0.605210	1.105210	0.343387	0.819358	1.022960	1.031282	1.040544	1.085181	1.095383	1.096298	1.095622	1.094588
0.607214	1.107214	0.345665	0.822946	1.025328	1.033392	1.042909	1.087162	1.097199	1.098307	1.097491	1.096543
0.609218	1.109218	0.347950	0.826527	1.027679	1.035494	1.045269	1.089135	1.099012	1.100310	1.099359	1.098498
0.611222	1.111222	0.350243	0.830102	1.030012	1.037588	1.047623	1.091102	1.100823	1.102308	1.101225	1.100451
0.613226	1.113226	0.352544	0.833671	1.032328	1.039676	1.049970	1.093062	1.102631	1.104301	1.103091	1.102404
0.615230	1.115230	0.354852	0.837232	1.034627	1.041757	1.052312	1.095017	1.104439	1.106289	1.104956	1.104356
0.617234	1.117234	0.357167	0.840786	1.036908	1.043831	1.054648	1.096966	1.106247	1.108272	1.106823	1.106307
0.619238	1.119238	0.359490	0.844334	1.039171	1.045898	1.056979	1.098910	1.108055	1.110249	1.108690	1.108257
0.621242	1.121242	0.361821	0.847874	1.041418	1.047959	1.059304	1.100849	1.109863	1.112222	1.110559	1.110206
0.623246	1.123246	0.364159	0.851407	1.043648	1.050014	1.061623	1.102784	1.111674	1.114190	1.112430	1.112154
0.625251	1.125251	0.366505	0.854932	1.045860	1.052063	1.063936	1.104715	1.113486	1.116153	1.114304	1.114100
0.627255	1.127255	0.368858	0.858450	1.048056	1.054106	1.066244	1.106642	1.115301	1.118111	1.116181	1.116045
0.629259	1.129259	0.371218	0.861961	1.050235	1.056143	1.068547	1.108565	1.117119	1.120064	1.118061	1.117989
0.631263	1.131263	0.373587	0.865463	1.052397	1.058175	1.070844	1.110486	1.118941	1.122012	1.119945	1.119931
0.633267	1.133267	0.375962	0.868958	1.054543	1.060202	1.073135	1.112403	1.120767	1.123956	1.121833	1.121872
0.635271	1.135271	0.378346	0.872444	1.056672	1.062223	1.075421	1.114319	1.122598	1.125896	1.123726	1.123810
0.637275	1.137275	0.380736	0.875923	1.058785	1.064239	1.077702	1.116232	1.124434	1.127830	1.125623	1.125748
0.639279	1.139279	0.383135	0.879393	1.060881	1.066250	1.079977	1.118143	1.126275	1.129761	1.127526	1.127683
0.641283	1.141283	0.385541	0.882855	1.062962	1.068257	1.082247	1.120053	1.128122	1.131687	1.129434	1.129617
0.643287	1.143287	0.387954	0.886308	1.065026	1.070259	1.084512	1.121962	1.129976	1.133609	1.131348	1.131550
0.645291	1.145291	0.390375	0.889752	1.067074	1.072256	1.086772	1.123869	1.131836	1.135528	1.133267	1.133481
0.647295	1.147295	0.392803	0.893188	1.069107	1.074250	1.089026	1.125776	1.133703	1.137442	1.135193	1.135411
0.649299	1.149299	0.395239	0.896615	1.071123	1.076239	1.091275	1.127682	1.135577	1.139353	1.137125	1.137340
0.651303	1.151303	0.397683	0.900033	1.073125	1.078224	1.093519	1.129589	1.137459	1.141260	1.139063	1.139268
0.653307	1.153307	0.400134	0.903442	1.075110	1.080206	1.095758	1.131495	1.139348	1.143164	1.141008	1.141195
0.655311	1.155311	0.402593	0.906842	1.077081	1.082184	1.097992	1.133402	1.141246	1.145066	1.142959	1.143121
0.657315	1.157315	0.405059	0.910232	1.079036	1.084159	1.100220	1.135309	1.143151	1.146964	1.144917	1.145048
0.659319	1.159319	0.407532	0.913613	1.080976	1.086130	1.102444	1.137217	1.145065	1.148860	1.146882	1.146975
0.661323	1.161323	0.410013	0.916984	1.082901	1.088099	1.104662	1.139125	1.146987	1.150754	1.148854	1.148902
0.663327	1.163327	0.412502	0.920345	1.084812	1.090064	1.106876	1.141035	1.148917	1.152646	1.150832	1.150830
0.665331	1.165331	0.414998	0.923697	1.086707	1.092026	1.109084	1.142947	1.150857	1.154536	1.152817	1.152760
0.667335	1.167335	0.417502	0.927039	1.088588	1.093986	1.111288	1.144860	1.152804	1.156426	1.154808	1.154691
0.669339	1.169339	0.420013	0.930370	1.090455	1.095944	1.113486	1.146775	1.154761	1.158314	1.156806	1.156625
0.671343	1.171343	0.422532	0.933692	1.092308	1.097899	1.115680	1.148691	1.156726	1.160201	1.158810	1.158561
0.673347	1.173347	0.425059	0.937003	1.094146	1.099852	1.117869	1.150610	1.158699	1.162089	1.160821	1.160501
0.675351	1.175351	0.427592	0.940303	1.095971	1.101803	1.120053	1.152531	1.160681	1.163976	1.162838	1.162445
0.677355	1.177355	0.430134	0.943593	1.097781	1.103751	1.122232	1.154454	1.162672	1.165864	1.164860	1.164392
0.679359	1.179359	0.432683	0.946873	1.099579	1.105699	1.124406	1.156380	1.164671	1.167753	1.166888	1.166345
0.681363	1.181363	0.435239	0.950141	1.101362	1.107644	1.126575	1.158309	1.166678	1.169643	1.168922	1.168302
0.683367	1.183367	0.437803	0.953399	1.103132	1.109588	1.128739	1.160240	1.168693	1.171535	1.170961	1.170266
0.685371	1.185371	0.440375	0.956646	1.104890	1.111531	1.130899	1.162174	1.170716	1.173429	1.173005	1.172236
0.687375	1.187375	0.442954	0.959881	1.106634	1.113473	1.133053	1.164111	1.172747	1.175325	1.175054	1.174212
